"UniqueCarrier","DelayMean"
"AA",29.3688340911995
"AS",22.5807545617293
"CO",29.4829139043964
"DL",23.1894891873574
"HP",25.7183908501184
"NW",27.8362703917163
"TW",26.4800429147114
"UA",28.421771323379
"US",27.1840357775887
"WN",21.3116559308213
