"UniqueCarrier","DelayedFlights","DelayTime","Mean"
"AA",284277,7149666,25.1503498348442
"AS",88899,1668563,18.7691987536418
"CO",200131,4780500,23.8868541105576
"DL",541877,11134755,20.5484916318648
"HP",117416,2385597,20.3174780268447
"NW",266367,6738933,25.29942898332
"TW",119785,2765276,23.0853278791168
"UA",380420,8776964,23.0717733031912
"US",346563,6439504,18.5810487559261
"WN",367673,7048643,19.1709562573265
