"UniqueCarrier","DelayedFlights","DelayTime","Mean"
"AA",320857,9423196,29.3688340911995
"AS",89933,2030755,22.5807545617293
"CO",183424,5407874,29.4829139043964
"DL",426399,9887975,23.1894891873574
"HP",126253,3247024,25.7183908501184
"NW",204740,5699198,27.8362703917163
"TW",114646,3035831,26.4800429147114
"UA",366675,10421553,28.421771323379
"US",353741,9616108,27.1840357775887
"WN",403477,8598763,21.3116559308213
