"UniqueCarrier","DelayMean"
"9E",32.3617232498244
"AA",37.294974367434
"AQ",14.7742667188111
"AS",30.5760655438285
"B6",43.397861948837
"CO",35.7744198781573
"DL",27.1836910068471
"EV",40.1649565327117
"F9",22.7259860083139
"FL",30.5146239798242
"HA",16.528826761249
"MQ",36.7917030113395
"NW",28.4138785572554
"OH",33.567252149382
"OO",28.3856171935067
"UA",37.3296643030056
"US",29.8411835003855
"WN",24.7102815746644
"XE",39.7825426409127
"YV",37.3886479047795
