"UniqueCarrier","DelayMean"
"AA",27.3468840863987
"AS",21.134465603719
"CO",24.7013492731608
"DL",22.6477707857164
"HP",21.7771001894908
"NW",25.4466110639707
"TW",26.2549799251314
"UA",26.52293461938
"US",20.8006997588846
"WN",19.8143854184692
