"UniqueCarrier","DelayMean"
"AA",19.1971616085075
"AS",12.8669222444375
"CO",22.1317668751655
"DL",16.609512977853
"HP",14.1795663600526
"NW",16.8049070528887
"TW",18.4294370657466
"UA",21.0376791057014
"US",16.943435462654
"WN",14.8825454796031
