"UniqueCarrier","DelayMean"
"AA",27.2920234739287
"AS",23.1988012699136
"CO",22.9304607475097
"DL",21.4358506016819
"HP",21.7858666011864
"MQ",26.1886905149116
"NW",25.3151035986914
"UA",25.3368351968421
"US",22.6655280805836
"WN",21.0478426045686
