"UniqueCarrier","DelayMean"
"AA",28.8724138767673
"AQ",13.1938745168005
"AS",24.5025722862659
"CO",27.2309967422987
"DL",23.9355120175887
"HP",24.5664580052997
"MQ",29.0806112583514
"NW",25.4531783971218
"TW",22.588153872198
"UA",31.180666582216
"US",24.6566561754888
"WN",21.7361788923765
