"UniqueCarrier","DelayMean"
"AA",16.5267258843696
"AS",19.1313658918778
"CO",29.8936436597111
"DL",16.6181350174767
"EA",20.5629644440001
"HP",14.6001534448366
"NW",17.4250214224507
"PA (1)",18.5833333333333
"PI",15.314633238178
"PS",23.5960179833012
"TW",17.7343919077864
"UA",21.978225488262
"US",16.1033161869323
"WN",18.3525352741254
