"UniqueCarrier","DelayMean"
"AA",20.8828953071437
"AS",16.2885896242769
"CO",20.6914076421361
"DL",17.7187511400139
"EA",24.9766869306668
"HP",13.8962461921452
"NW",19.7963510699303
"PA (1)",22.5237070329809
"TW",21.1603121857374
"UA",21.6333761649941
"US",17.2197912289712
"WN",18.2636716071852
