"UniqueCarrier","AllFlights","DelayedFlights","Fraction"
"AA",775154,389863,0.502949091406353
"AS",100706,50632,0.502770440688738
"CO",416212,215594,0.517990831595437
"DL",908576,550190,0.605551984644102
"HP",197747,84920,0.429437614729933
"NW",469955,198267,0.42188507410284
"TW",243225,111482,0.45834926508377
"UA",629693,301371,0.478599889152333
"US",865657,473670,0.547179772126835
"WN",421012,134617,0.319746230511244
