"UniqueCarrier","AllFlights","DelayedFlights","Fraction"
"AA",702617,355306,0.50568944389333
"AS",96499,54801,0.567891895252801
"CO",420893,232893,0.55333065648514
"DL",817181,520827,0.637345949061469
"EA",247721,105606,0.426310244186
"HP",214283,122116,0.569881885170545
"NW",455241,198798,0.43668738096964
"PA (1)",82088,31594,0.384879641360491
"TW",259728,137226,0.528345037885788
"UA",596821,307405,0.515070682834552
"US",989389,514056,0.519569148231889
"WN",320020,160442,0.501349915630273
