"UniqueCarrier","AllFlights","DelayedFlights","Fraction"
"AA",637374,265053,0.415851603611067
"AS",148180,96949,0.654265083007153
"CO",390825,184096,0.471044585172392
"DL",896309,431704,0.481646396499422
"HP",198219,126111,0.63622054394382
"NW",481765,218531,0.453604973379137
"TW",266698,121170,0.4543341157414
"UA",725986,378676,0.521602344948801
"US",677095,311862,0.460588248325567
"WN",804600,377935,0.469717872234651
